name,official_url,primary_category,secondary_category,pricing_model,platform,short_description,open_source,api_available,last_verified
Adswizz,https://www.adswizz.com/,Data and analytics,Marketing and advertising,Paid,Web; API,"Programmatic digital audio advertising platform that enables advertisers and publishers to buy, sell, and manage audio ads across streaming music, podcasts, and internet radio with dynamic ad insertion and audience targeting.",false,true,2026-08-18
AdSync: AI Digital Marketing Solutions,https://adsyncmarketing.com/,Automation and agents,Data and analytics,Paid,Web,"AI-driven digital marketing platform that automates campaign management, optimizes ad spend, and provides real-time analytics to improve advertising performance.",false,false,2026-08-18
Adthena,https://www.adthena.com/,Research and knowledge,Data and analytics,Paid,Web,"AI-driven competitive intelligence platform that analyzes PPC and search advertising data to help marketers optimize campaigns by uncovering competitor strategies, keywords, and ad copy insights.",false,false,2026-08-18
Advacheck,https://advacheck.com/,Data and analytics,Marketing and advertising,Freemium,Web,AI-driven platform that analyzes Facebook and Instagram ads to help marketers optimize campaigns through competitor insights and creative analysis.,false,false,2026-08-18
Advanced SystemCare,https://www.iobit.com/en/index.php?s,Customer support,,Freemium,Windows,"Windows-based PC optimization software by IObit that cleans junk files, optimizes system performance, protects privacy, and removes malware to keep your computer running smoothly.",false,false,2026-08-18
Adviseful,https://adviseful.ai/,Customer support,Data and analytics,Freemium,Web,"Chatbot that provides personalized business advice, automates customer support, and delivers data-driven insights to help businesses make informed decisions.",false,false,2026-08-18
Advomate,https://advomate.cz/,Sales and CRM,Business and finance,Paid,Web,"Czech cloud-based CRM and practice management software tailored for law firms, offering client management, task tracking, document storage, and billing features.",false,false,2026-08-18
Adzooma,https://adzooma.com/,Automation and agents,Data and analytics,Freemium,Web,"Advertising platform that automates and optimizes PPC campaigns across Google Ads, Microsoft Ads, and Facebook Ads, helping marketers improve ROI through AI-driven analytics and automation.",false,false,2026-08-18
Aeon: AI-assisted Video Production,https://project-aeon.com/,Education and learning,Developer infrastructure and models,Freemium,Web,"AI-assisted video production platform that automates editing by analyzing footage to create polished videos quickly, ideal for marketers and content creators.",false,false,2026-08-18
Aesthetic intelligence,https://evoke-ai.com/,Automation and agents,Marketing and advertising,Freemium,Web,AI-driven design tool by Evoke AI that analyzes and improves visual content to help users create aesthetically pleasing designs efficiently.,false,false,2026-08-18
AFAnotes - AI Productivity,https://www.afanotes.com/,Research and knowledge,Productivity and workflow,Freemium,Web,"Productivity tool that streamlines note taking, task management, and collaboration by using artificial intelligence to organize content, generate summaries, and prioritize tasks.",false,false,2026-08-18
Affectiva,https://www.affectiva.com/,Data and analytics,Marketing and advertising,Paid,Web; API,"Emotion AI platform that analyzes facial expressions and emotions using artificial intelligence to provide insights for marketing, automotive safety, and media engagement.",false,true,2026-08-18
Afimilk,https://www.afimilk.com/,Customer support,Health and lifestyle,Paid,Web,"AI-driven dairy farm management system combining IoT sensors and software to monitor cow health, reproduction, and milk production in real-time, helping farmers optimize herd productivity and welfare.",false,false,2026-08-18
afiniti.com,https://www.afiniti.com/,Education and learning,Developer infrastructure and models,Paid,Web; API,AI-driven software that enhances call center performance by pairing customers with agents based on behavioral data to improve outcomes and customer satisfaction.,false,true,2026-08-18
Afroverse,https://afroversemusicgroup.dorik.io/,"Audio, music, and voice",,Free,Web,"Web-based music platform focused on promoting African music artists, providing artist management, music distribution, and fan engagement services.",false,false,2026-08-18
Afterpay,https://www.afterpay.com/global/country-select,Business and finance,Marketing and advertising,Free,Web; iOS; Android,"Buy Now Pay Later service that lets consumers split online purchases into four interest-free payments, improving affordability and cash flow management.",false,false,2026-08-18
AfterShip,https://www.aftership.com/,Customer support,Business and finance,Freemium,Web; API,"Shipment tracking platform that consolidates tracking information from over 900 carriers, automates delivery notifications, and provides branded tracking pages to improve e-commerce customer experience.",false,true,2026-08-18
Aftershoot,https://aftershoot.com/,Image generation and editing,,Paid; Free Trial,macOS,"Desktop software that automates photo culling by analyzing sharpness, exposure, and facial expressions to help photographers quickly select the best images.",false,false,2026-08-18
AgapeVerse.app,https://agapeverse.app/,Research and knowledge,Data and analytics,Freemium,Web,"Web-based NFT marketplace that allows users to mint, buy, sell, and manage digital art and collectibles securely on the blockchain.",false,false,2026-08-18
Agendor CRM,https://www.agendor.com.br/,Sales and CRM,Marketing and advertising,Freemium,Web,"Cloud-based platform that helps sales teams manage their sales pipeline, customer relationships, and team collaboration with customizable features and mobile access.",false,false,2026-08-18
Agent Crop,https://agentcrop.com/,Sales and CRM,Business and finance,Paid; Free Trial,Web,AI-driven marketing platform designed for real estate professionals to generate and nurture leads through automated social media ads and follow-up sequences integrated with CRM systems.,false,false,2026-08-18
AgentGPT,https://agentgpt.reworkd.ai/,Automation and agents,"Audio, music, and voice",Free,Web,"Open-source autonomous AI platform that uses GPT-4 to create and manage AI agents which perform complex tasks independently by planning, executing, and iterating without human intervention.",true,false,2026-08-18
agentmaxx,https://www.agentmaxx.ai/,Sales and CRM,Business and finance,Freemium,Web,"AI-driven assistant designed for real estate professionals to automate lead generation, CRM automation, and client engagement through AI chatbots and scheduling tools.",false,false,2026-08-18
AgentQL,https://www.agentql.com/,Research and knowledge,Data and analytics,Paid; Free Trial,Web; API,"Platform that converts natural language questions into SQL queries, enabling users to interact with databases without coding.",false,true,2026-08-18
